"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster"
"NOV",1.65066697180197e-21,-1.04366465164002,0.18,0.268,3.06297763287574e-17,"NK cells"
"CYP21A2",1.91764349828441e-21,-0.905550900742262,0.165,0.289,3.55837927541654e-17,"NK cells"
"CRIP2",2.1036235422549e-21,-0.265650803003996,0.01,0.109,3.90348384500818e-17,"NK cells"
"TPM2",2.68547669082116e-21,-0.323016983108805,0.032,0.154,4.98317054748775e-17,"NK cells"
"S100A9",3.03167679947447e-21,-1.02026480790791,0.032,0.15,5.62557946910482e-17,"NK cells"
"TPT1",3.03471419703296e-21,-0.377260218656886,0.975,0.978,5.63121566401435e-17,"NK cells"
"TRGC2",3.22210746836509e-21,0.282758320444198,0.226,0.089,5.97894261829826e-17,"NK cells"
"FAM166B",3.50122126312441e-21,-0.270063288890678,0.025,0.141,6.49686617585366e-17,"NK cells"
"HLA-DQA1",3.55357321660392e-21,-0.424267644408245,0.088,0.226,6.59401046073023e-17,"NK cells"
"LAPTM4A",5.62151191793329e-21,-0.347428938812728,0.243,0.43,1.0431277514917e-16,"NK cells"
"TMEM88",7.9787857448476e-21,-0.273113726171956,0.008,0.101,1.48054348281392e-16,"NK cells"
"MT-ATP6",1.16698994929141e-20,-0.547829724987559,0.99,0.966,2.16546654990515e-16,"NK cells"
"RUNX3",1.65842627199357e-20,0.252642146163376,0.278,0.129,3.07737579031127e-16,"NK cells"
"RPL36",1.79506005758006e-20,-0.374121444738892,0.992,0.984,3.33091344284556e-16,"NK cells"
"CD81",2.30843796522699e-20,-0.329725994536287,0.143,0.299,4.2835374882752e-16,"NK cells"
"SMS",2.33249294520689e-20,-0.312361660276648,0.087,0.237,4.32817390912591e-16,"NK cells"
"CEBPD",3.14368768841831e-20,-0.550279217808577,0.197,0.347,5.83342687462901e-16,"NK cells"
"ADIRF",3.58343471075879e-20,-0.699827924745139,0.019,0.117,6.64942144928402e-16,"NK cells"
"NEAT1",3.83838322306608e-20,-0.549720275023378,0.779,0.776,7.12250390872142e-16,"NK cells"
"FKBP1A",4.1690293406238e-20,-0.365953956247283,0.224,0.397,7.73605084446152e-16,"NK cells"
"HYAL2",4.80335730331637e-20,-0.319036008174757,0.017,0.118,8.91310981203386e-16,"NK cells"
"NDUFB1",5.27248098858361e-20,-0.310828966677848,0.295,0.486,9.78361572241575e-16,"NK cells"
"COX5B",7.38282972394851e-20,-0.341113590172003,0.407,0.583,1.36995788357589e-15,"NK cells"
"TUBA4A",9.94487334331738e-20,0.28085940168151,0.289,0.141,1.84537069758597e-15,"NK cells"
"PRDX3",1.02599944750702e-19,-0.264144811110367,0.095,0.244,1.90384457479402e-15,"NK cells"
"UBB",1.89273283385777e-19,0.309618117001093,0.896,0.837,3.51215504650647e-15,"NK cells"
"AKR1B1",2.10337225635778e-19,-0.769148702398429,0.419,0.541,3.90301755889749e-15,"NK cells"
"IFITM1",3.66000344059145e-19,0.280761061812968,0.406,0.231,6.79150238436149e-15,"NK cells"
"ZFAND5",4.47974384761981e-19,-0.254136984765339,0.097,0.244,8.31261268364333e-15,"NK cells"
"TRBC2",4.73962817097389e-19,0.256604934933091,0.35,0.188,8.79485403405915e-15,"NK cells"
"STAR",4.84757966910096e-19,-0.788840571773148,0.343,0.448,8.99516883398374e-15,"NK cells"
"NUPR1",5.00402860391399e-19,-0.44065250403545,0.126,0.264,9.2854754774228e-15,"NK cells"
"CD53",1.08466433432699e-18,0.294549425096346,0.404,0.256,2.01270313877717e-14,"NK cells"
"APOC1",1.54629354363325e-18,-0.932752196582036,0.43,0.548,2.86930229956587e-14,"NK cells"
"NDUFA4",1.7260275510165e-18,-0.330870131760378,0.448,0.627,3.20281672366621e-14,"NK cells"
"HLA-DPB1",2.3697466464612e-18,-0.69950037903165,0.428,0.519,4.39730187717341e-14,"NK cells"
"ISCU",2.49876625081914e-18,-0.288680502937116,0.192,0.356,4.63671065502e-14,"NK cells"
"G0S2",2.62173111786126e-18,-0.472248146765145,0.041,0.151,4.86488426230335e-14,"NK cells"
"RPL23",4.63480744092574e-18,-0.274550939109844,0.881,0.897,8.6003486873818e-14,"NK cells"
"ZFP36L1",7.8481618707268e-18,-0.461205124780007,0.275,0.412,1.45630491673206e-13,"NK cells"
"ID1",8.57142076768849e-18,-0.476450179394306,0.022,0.112,1.59051283765228e-13,"NK cells"
"S100A11",1.28950307457059e-17,-0.468767430975938,0.404,0.486,2.39280190517319e-13,"NK cells"
"IL1B",1.29349889454506e-17,-0.54571739262163,0.015,0.101,2.40021654871782e-13,"NK cells"
"CCL3L1",1.92495079032074e-17,-1.08770207791389,0.138,0.25,3.57193868651916e-13,"NK cells"
"MGST3",2.55596553710871e-17,-0.273785607532117,0.205,0.372,4.74284965065892e-13,"NK cells"
"GLUL",2.83577757695182e-17,-0.312587935803065,0.088,0.213,5.2620688717918e-13,"NK cells"
"CALM2",4.33198722949709e-17,-0.337206715607465,0.739,0.78,8.03843550305481e-13,"NK cells"
"NDUFB4",8.41450312485833e-17,-0.32541728163062,0.29,0.446,1.56139519984871e-12,"NK cells"
"JUNB",9.57739675948728e-17,-0.404562332311175,0.812,0.776,1.77718174269046e-12,"NK cells"
"CYP11B1",1.46424079683254e-16,-0.462585009112523,0.121,0.233,2.71704522260245e-12,"NK cells"
"ACTB",2.38542848962064e-16,0.287043847914012,0.992,0.951,4.42640110534005e-12,"NK cells"
"CTSS",2.50465086441837e-16,-0.382837398975292,0.144,0.253,4.64763014401472e-12,"NK cells"
"SOAT1",2.66022557523136e-16,-0.257597219839535,0.08,0.2,4.93631457739931e-12,"NK cells"
"YWHAH",3.04124276285686e-16,-0.279342074202284,0.097,0.23,5.64333007075718e-12,"NK cells"
"DLK1",3.9972531965253e-16,-0.603082021911166,0.154,0.239,7.41730303147234e-12,"NK cells"
"ATF3",4.91101109720187e-16,-0.305911667042105,0.078,0.201,9.11287219196779e-12,"NK cells"
"PEG10",1.17047794436814e-15,-0.338436981604904,0.041,0.134,2.17193887356952e-11,"NK cells"
"FGL2",1.60278550920295e-15,-0.262089566063301,0.061,0.167,2.974128790877e-11,"NK cells"
"MT-ND4",1.67709877644966e-15,-0.591109093446532,0.993,0.983,3.11202448957998e-11,"NK cells"
"EID1",2.22782882798564e-15,-0.256543712331316,0.216,0.373,4.13395917321015e-11,"NK cells"
"PSMB9",2.25177846370617e-15,0.275822977732688,0.491,0.357,4.17840011725317e-11,"NK cells"
"HSP90AB1",6.01895520703847e-15,-0.257726694318354,0.475,0.643,1.11687732821806e-10,"NK cells"
"MGST1",6.70414344376016e-15,-0.544296970420848,0.267,0.373,1.24402085742413e-10,"NK cells"
"RPS8",2.86307980766458e-14,-0.397470694772512,0.998,0.993,5.31273089110239e-10,"NK cells"
"CD83",2.95483263113651e-14,-0.282872523034383,0.051,0.15,5.48298743033691e-10,"NK cells"
"SNX3",3.09370044314366e-14,-0.252246475719456,0.267,0.424,5.74067054229738e-10,"NK cells"
"MT3",4.32972561536316e-14,-0.266832477418203,0.025,0.107,8.03423885186787e-10,"NK cells"
"PRDX2",6.88642160408021e-14,-0.323385850688891,0.234,0.348,1.27784439285312e-09,"NK cells"
"RPL8",8.99456216029554e-14,-0.262129530761154,0.978,0.982,1.66903095446444e-09,"NK cells"
"RPLP0",9.2523530903888e-14,-0.290169026492542,0.806,0.845,1.71686663945255e-09,"NK cells"
"FDX1",1.17854639821865e-13,-0.526033937850124,0.255,0.363,2.18691069653453e-09,"NK cells"
"UQCRB",2.36525681442907e-13,-0.257063341446511,0.387,0.544,4.38897054485458e-09,"NK cells"
"SLC25A6",2.80047933974902e-13,-0.279291175710707,0.628,0.729,5.19656946283828e-09,"NK cells"
"GADD45G",8.59925999691477e-13,-0.253030174060677,0.049,0.138,1.59567868502751e-08,"NK cells"
"VAMP5",1.00396585285178e-12,-0.288377738203968,0.188,0.312,1.86295903655175e-08,"NK cells"
"HSD3B2",1.02714102870457e-12,-0.895687776819214,0.302,0.362,1.90596289286421e-08,"NK cells"
"UQCRQ",1.04119271175254e-12,-0.28307214413335,0.341,0.471,1.93203719592801e-08,"NK cells"
"GPR183",1.07263657132711e-12,-0.354667693004807,0.066,0.163,1.99038442175458e-08,"NK cells"
"RGS1",1.67785532329865e-12,-0.493031587232284,0.299,0.367,3.11342833791297e-08,"NK cells"
"DHCR24",1.80243722167752e-12,-0.343485004484892,0.143,0.245,3.34460250854481e-08,"NK cells"
"NAP1L1",2.85276320408581e-12,-0.252111369945944,0.321,0.466,5.29358740150163e-08,"NK cells"
"MT-CO3",4.74389782339634e-12,-0.586389411465726,0.993,0.986,8.80277680109425e-08,"NK cells"
"MT1E",5.79301091283805e-12,-0.322541363900391,0.185,0.297,1.07495110498623e-07,"NK cells"
"DCN",7.88061904674604e-12,-0.639564727893413,0.036,0.105,1.46232767031419e-07,"NK cells"
"HSPE1",9.43717690963978e-12,-0.342855395528253,0.436,0.565,1.75116254735276e-07,"NK cells"
"FCER1G",1.42973091054329e-11,-0.34153591516977,0.248,0.26,2.65300867760414e-07,"NK cells"
"HSPD1",2.47427642987674e-11,-0.271547057079375,0.231,0.359,4.59126734327928e-07,"NK cells"
"CD3D",2.94856838543467e-11,0.329716619173718,0.407,0.285,5.47136349601258e-07,"NK cells"
"RNASET2",1.13766907651458e-10,-0.268453155317379,0.16,0.261,2.11105873838046e-06,"NK cells"
"JUND",1.2154706926781e-10,-0.265833993811776,0.284,0.403,2.25542741733348e-06,"NK cells"
"MT-CYB",1.63130695522026e-10,-0.465221813187388,0.968,0.958,3.02705318610672e-06,"NK cells"
"GADD45B",4.4824799712784e-10,-0.399947326360081,0.295,0.374,8.3176898347042e-06,"NK cells"
"CTSD",6.11756798697617e-10,-0.255491922099742,0.302,0.407,1.1351759156633e-05,"NK cells"
"CYP17A1",2.31999527930057e-09,-0.763951324564967,0.411,0.462,4.30498324027013e-05,"NK cells"
"LMNA",4.43682959436581e-09,-0.25222834247415,0.151,0.253,8.23298099530519e-05,"NK cells"
"FTH1",4.65876077169748e-09,-0.748356605520826,0.988,0.977,8.64479648796184e-05,"NK cells"
"RPS26",7.35708857401445e-09,-0.29412881009325,0.538,0.63,0.000136518135579412,"NK cells"
"CYP11A1",6.14979941661794e-08,-0.304385108685572,0.127,0.19,0.00114115677974762,"NK cells"
"TUBA1B",7.09186725204602e-08,-0.300200705500641,0.295,0.388,0.00131596688728966,"NK cells"
"C9orf16",8.75399179975813e-08,-0.261587417344371,0.346,0.421,0.00162439071836312,"NK cells"
"HERPUD1",1.03933383237089e-07,-0.278909085138498,0.284,0.384,0.00192858785934743,"NK cells"
"CEBPB",2.67077430470329e-07,-0.259632719609674,0.289,0.356,0.00495588879980742,"NK cells"
"CCL4L2",3.58937233406442e-07,-0.531755170313783,0.382,0.366,0.00666043930308994,"NK cells"
"CCL3",8.68317489594801e-07,-0.314470220587506,0.309,0.272,0.0161124993369211,"NK cells"
"MT-CO1",1.32336581151027e-06,-0.506566711297487,0.998,0.992,0.0245563759983846,"NK cells"
"C1QA",0,3.37771690388641,0.747,0.086,0,"Macrophages"
"FTL",0,3.31837361752271,1,0.967,0,"Macrophages"
"C1QB",0,3.16096614977702,0.723,0.07,0,"Macrophages"
"TYROBP",0,2.76655664927465,0.974,0.098,0,"Macrophages"
"CST3",0,2.58853675788391,0.997,0.548,0,"Macrophages"
"S100A9",0,2.38282561806188,0.494,0.039,0,"Macrophages"
"C1QC",0,2.33862982811682,0.677,0.033,0,"Macrophages"
"SAT1",0,2.31079771364736,0.965,0.456,0,"Macrophages"
"FTH1",0,2.29904897650633,1,0.97,0,"Macrophages"
"HLA-DRA",0,2.29770575081092,0.97,0.485,0,"Macrophages"
"AIF1",0,2.26888814905863,0.922,0.053,0,"Macrophages"
"FCER1G",0,2.25856429559725,0.929,0.055,0,"Macrophages"
"CCL3L1",0,2.14114784985288,0.476,0.175,0,"Macrophages"
"LYZ",0,2.05577660525471,0.631,0.02,0,"Macrophages"
"CD74",0,1.97930433955423,0.991,0.714,0,"Macrophages"
"S100A8",0,1.94184064124988,0.322,0.028,0,"Macrophages"
"CCL3",0,1.91586371381315,0.537,0.193,0,"Macrophages"
"RNASE1",0,1.85603554635071,0.547,0.172,0,"Macrophages"
"SELENOP",0,1.84450599307468,0.533,0.194,0,"Macrophages"
"CD14",0,1.83757609783589,0.708,0.074,0,"Macrophages"
"CXCL8",0,1.83285640379403,0.428,0.029,0,"Macrophages"
"PSAP",0,1.82657868659541,0.911,0.403,0,"Macrophages"
"HLA-DPA1",0,1.7462734831826,0.818,0.374,0,"Macrophages"
"HLA-DPB1",0,1.71648307449689,0.821,0.422,0,"Macrophages"
"LST1",0,1.6754255160742,0.758,0.031,0,"Macrophages"
"NPC2",0,1.6692922280143,0.899,0.302,0,"Macrophages"
"HLA-DRB1",0,1.64386066668936,0.932,0.546,0,"Macrophages"
"IER3",0,1.6191440734605,0.686,0.099,0,"Macrophages"
"IL1B",0,1.5230379938215,0.369,0.014,0,"Macrophages"
"CTSB",0,1.48421835028835,0.727,0.122,0,"Macrophages"
"S100A11",0,1.48142196034501,0.901,0.355,0,"Macrophages"
"MS4A6A",0,1.47519253651093,0.729,0.022,0,"Macrophages"
"MS4A7",0,1.47017647392989,0.722,0.018,0,"Macrophages"
"SRGN",0,1.33452625332499,0.931,0.533,0,"Macrophages"
"CTSS",0,1.32519651977195,0.724,0.103,0,"Macrophages"
"HLA-DRB5",0,1.29592034648857,0.831,0.332,0,"Macrophages"
"TYMP",0,1.25222505298871,0.742,0.159,0,"Macrophages"
"FCGRT",0,1.23779044965653,0.756,0.172,0,"Macrophages"
"S100A4",0,1.23316947897143,0.801,0.433,0,"Macrophages"
"TMSB10",0,1.19133654541544,0.999,0.86,0,"Macrophages"
"FOS",0,1.17475884610908,0.893,0.681,0,"Macrophages"
"PLAUR",0,1.16069880905654,0.51,0.032,0,"Macrophages"
"CD68",0,1.14782963718637,0.621,0.02,0,"Macrophages"
"C1orf162",0,1.1467719166677,0.669,0.038,0,"Macrophages"
"HLA-DQB1",0,1.11209451584202,0.635,0.208,0,"Macrophages"
"GRN",0,1.08258612642338,0.683,0.117,0,"Macrophages"
"CYBA",0,1.06993941839341,0.955,0.591,0,"Macrophages"
"RNASET2",0,1.04508712218191,0.673,0.13,0,"Macrophages"
"NEAT1",0,1.04264229585887,0.946,0.724,0,"Macrophages"
"FCGR3A",0,1.02164653718723,0.537,0.032,0,"Macrophages"
"VSIG4",0,1.02118919697452,0.494,0.013,0,"Macrophages"
"HLA-DQA1",0,0.992085725225833,0.513,0.131,0,"Macrophages"
"RNASE6",0,0.981845781835109,0.55,0.028,0,"Macrophages"
"LAPTM5",0,0.973858532294239,0.782,0.266,0,"Macrophages"
"ZFP36L1",0,0.973358879371412,0.667,0.327,0,"Macrophages"
"CD83",0,0.950506494125092,0.478,0.044,0,"Macrophages"
"NAMPT",0,0.934381930210067,0.533,0.126,0,"Macrophages"
"MAFB",0,0.931126763587884,0.464,0.028,0,"Macrophages"
"FGL2",0,0.913041951396968,0.555,0.042,0,"Macrophages"
"CTSZ",0,0.911722631473265,0.624,0.129,0,"Macrophages"
"CD163",0,0.902711108639325,0.482,0.011,0,"Macrophages"
"MS4A4A",0,0.902397768558783,0.491,0.013,0,"Macrophages"
"GPR183",0,0.886954571765597,0.405,0.084,0,"Macrophages"
"RGS2",0,0.88442784226451,0.518,0.187,0,"Macrophages"
"SGK1",0,0.86945352635394,0.446,0.11,0,"Macrophages"
"CEBPB",0,0.860606672435388,0.624,0.271,0,"Macrophages"
"IFI30",0,0.843898095373658,0.441,0.011,0,"Macrophages"
"HLA-DMA",0,0.835843198451562,0.628,0.206,0,"Macrophages"
"NR4A2",0,0.827773440808512,0.622,0.318,0,"Macrophages"
"SPI1",0,0.827622009123832,0.532,0.013,0,"Macrophages"
"GLUL",0,0.805358507129219,0.532,0.109,0,"Macrophages"
"SOD2",0,0.792755948247377,0.473,0.115,0,"Macrophages"
"C5AR1",0,0.777959364660229,0.43,0.007,0,"Macrophages"
"COTL1",0,0.777016213818208,0.618,0.232,0,"Macrophages"
"VAMP8",0,0.771127630784829,0.654,0.222,0,"Macrophages"
"GADD45B",0,0.766606929089085,0.645,0.287,0,"Macrophages"
"FCN1",0,0.763280659846755,0.206,0.004,0,"Macrophages"
"CYBB",0,0.759177004980633,0.473,0.009,0,"Macrophages"
"MARCKS",0,0.747625492385143,0.562,0.128,0,"Macrophages"
"STAB1",0,0.747611034803503,0.398,0.039,0,"Macrophages"
"PYCARD",0,0.725263218669538,0.556,0.099,0,"Macrophages"
"LGMN",0,0.723133397815536,0.375,0.038,0,"Macrophages"
"OAZ1",0,0.720956166354153,0.94,0.809,0,"Macrophages"
"ACTB",0,0.712733853481206,0.998,0.939,0,"Macrophages"
"HLA-DMB",0,0.70002901586199,0.46,0.072,0,"Macrophages"
"YBX1",0,0.698792550926735,0.782,0.514,0,"Macrophages"
"FCGR2A",0,0.693692206802851,0.43,0.008,0,"Macrophages"
"RAC1",0,0.692670998692925,0.757,0.422,0,"Macrophages"
"CSF1R",0,0.687416351650674,0.425,0.008,0,"Macrophages"
"RGS10",0,0.682237402392445,0.489,0.096,0,"Macrophages"
"SERPINA1",0,0.681049722745562,0.351,0.006,0,"Macrophages"
"HBEGF",0,0.678730488151996,0.342,0.021,0,"Macrophages"
"TMSB4X",0,0.676521691215896,1,0.982,0,"Macrophages"
"HMOX1",0,0.66951441624589,0.375,0.016,0,"Macrophages"
"ASAH1",0,0.665302201151333,0.503,0.117,0,"Macrophages"
"BRI3",0,0.661254324731045,0.672,0.325,0,"Macrophages"
"CMTM6",0,0.643193317057955,0.523,0.136,0,"Macrophages"
"EGR2",0,0.626544587645248,0.272,0.035,0,"Macrophages"
"BLVRB",0,0.620752762481847,0.461,0.104,0,"Macrophages"
"HCLS1",0,0.618967984269139,0.517,0.123,0,"Macrophages"
"FOLR2",0,0.615681186997829,0.321,0.007,0,"Macrophages"
"LY96",0,0.601408559646007,0.432,0.055,0,"Macrophages"
"AP1S2",0,0.601052540283845,0.456,0.114,0,"Macrophages"
"MRC1",0,0.574326251840282,0.358,0.035,0,"Macrophages"
"ITGB2",0,0.569069196428495,0.633,0.251,0,"Macrophages"
"ADAP2",0,0.567277176165401,0.352,0.008,0,"Macrophages"
"KCTD12",0,0.559519075538545,0.412,0.043,0,"Macrophages"
"PLEK",0,0.555408755714275,0.353,0.055,0,"Macrophages"
"CAPG",0,0.548638876624879,0.37,0.049,0,"Macrophages"
"MNDA",0,0.545440754827236,0.342,0.031,0,"Macrophages"
"TGFBI",0,0.540047240373597,0.357,0.012,0,"Macrophages"
"TREM2",0,0.533777987725566,0.271,0.005,0,"Macrophages"
"CPVL",0,0.533242427308726,0.332,0.01,0,"Macrophages"
"BASP1",0,0.528521753353207,0.312,0.026,0,"Macrophages"
"IGSF6",0,0.519166254640312,0.313,0.006,0,"Macrophages"
"CLEC7A",0,0.508491852216637,0.338,0.007,0,"Macrophages"
"FPR3",0,0.504572981582152,0.305,0.005,0,"Macrophages"
"VSIR",0,0.49413789291079,0.41,0.096,0,"Macrophages"
"CD302",0,0.492552600081252,0.349,0.026,0,"Macrophages"
"CALHM6",0,0.486022083579372,0.311,0.015,0,"Macrophages"
"CXCL16",0,0.466327473050504,0.332,0.033,0,"Macrophages"
"MPEG1",0,0.46625789388071,0.307,0.006,0,"Macrophages"
"PHACTR1",0,0.465228834279181,0.263,0.013,0,"Macrophages"
"AXL",0,0.464470438737194,0.314,0.024,0,"Macrophages"
"MSR1",0,0.464241353168643,0.291,0.005,0,"Macrophages"
"RNF130",0,0.458292676489847,0.35,0.044,0,"Macrophages"
"ARRB2",0,0.443154207907805,0.371,0.067,0,"Macrophages"
"CSTA",0,0.439457505177087,0.257,0.005,0,"Macrophages"
"CTSH",0,0.431618050451193,0.345,0.065,0,"Macrophages"
"LGALS9",0,0.429140639683835,0.327,0.04,0,"Macrophages"
"LY86",0,0.427482102510446,0.29,0.007,0,"Macrophages"
"SLC11A1",0,0.425994683281438,0.278,0.013,0,"Macrophages"
"GPR34",0,0.421044103272786,0.257,0.005,0,"Macrophages"
"ADA2",0,0.415643679288726,0.298,0.033,0,"Macrophages"
"CD86",0,0.415341736741258,0.272,0.007,0,"Macrophages"
"SLCO2B1",0,0.410471222695744,0.26,0.006,0,"Macrophages"
"CFP",0,0.409077612244974,0.243,0.006,0,"Macrophages"
"CFD",0,0.408749634448769,0.505,0.032,0,"Macrophages"
"HCK",0,0.407066492317799,0.278,0.004,0,"Macrophages"
"IL18",0,0.404910513865554,0.256,0.007,0,"Macrophages"
"SMIM25",0,0.396232984313019,0.208,0.004,0,"Macrophages"
"MFSD1",0,0.392851475646106,0.312,0.052,0,"Macrophages"
"LYN",0,0.383872593345487,0.286,0.024,0,"Macrophages"
"CD4",0,0.382482893863441,0.264,0.016,0,"Macrophages"
"HNMT",0,0.381538207768227,0.261,0.013,0,"Macrophages"
"TNFSF13B",0,0.37936285434762,0.242,0.019,0,"Macrophages"
"LILRB4",0,0.374304825651836,0.25,0.005,0,"Macrophages"
"SLC7A7",0,0.373285970206217,0.249,0.006,0,"Macrophages"
"LAIR1",0,0.369528455998482,0.27,0.019,0,"Macrophages"
"TBXAS1",0,0.367189574915623,0.281,0.03,0,"Macrophages"
"TMIGD3",0,0.359929477621078,0.205,0.005,0,"Macrophages"
"FPR1",0,0.344536376493933,0.204,0.004,0,"Macrophages"
"SLC43A2",0,0.344499808120037,0.236,0.011,0,"Macrophages"
"MARCH1",0,0.340520710069841,0.229,0.007,0,"Macrophages"
"C3AR1",0,0.339649426102398,0.226,0.011,0,"Macrophages"
"FCGR1A",0,0.317891456250946,0.193,0.003,0,"Macrophages"
"PILRA",0,0.307622209512124,0.206,0.005,0,"Macrophages"
"CSF2RA",0,0.29653338083452,0.193,0.004,0,"Macrophages"
"CSF3R",0,0.296447010056072,0.198,0.004,0,"Macrophages"
"LILRB5",0,0.295282346103687,0.179,0.005,0,"Macrophages"
"SLC1A3",0,0.283135831829789,0.18,0.004,0,"Macrophages"
"LILRB2",0,0.268456572013205,0.173,0.002,0,"Macrophages"
"CD3E",0,-0.58782174060276,0.018,0.3,0,"Macrophages"
"ITM2A",0,-0.641273820156745,0.022,0.331,0,"Macrophages"
"RPL3",0,-0.654847218864822,0.976,0.993,0,"Macrophages"
"CST7",0,-0.813162612289637,0.046,0.344,0,"Macrophages"
"CD3D",0,-0.82807918078231,0.037,0.367,0,"Macrophages"
"TRAC",0,-0.867356986626781,0.027,0.344,0,"Macrophages"
"GZMK",0,-0.97553767062013,0.024,0.331,0,"Macrophages"
"GZMA",0,-1.09175187492072,0.037,0.393,0,"Macrophages"
"CD69",0,-1.35620396409175,0.11,0.428,0,"Macrophages"
"NKG7",0,-1.56619054350135,0.063,0.418,0,"Macrophages"
"IL32",0,-1.69814387857588,0.078,0.54,0,"Macrophages"
"CCL5",0,-2.07041993709383,0.094,0.487,0,"Macrophages"
"IL1RN",2.47032822920623e-323,0.442036912006784,0.177,0.005,4.58394106211509e-319,"Macrophages"
"CXCL2",1.56618809731675e-321,0.997764583534089,0.306,0.05,2.90621863338096e-317,"Macrophages"
"TNFAIP2",1.67982319586024e-321,0.358122972030193,0.261,0.03,3.11707992223826e-317,"Macrophages"
"ITGAM",7.7271867009571e-321,0.274016282059624,0.189,0.008,1.4338567642296e-316,"Macrophages"
"PTPRE",4.00879924379129e-319,0.474899772509977,0.371,0.087,7.43872787677912e-315,"Macrophages"
"VMP1",3.89160341413823e-317,0.589552958300502,0.434,0.136,7.22125929527489e-313,"Macrophages"
"SLC16A3",1.29879469770955e-314,0.363644254149768,0.261,0.032,2.41004344106984e-310,"Macrophages"
"NINJ1",2.29357637824891e-313,0.484669254146929,0.402,0.112,4.25596032747868e-309,"Macrophages"
"EMP3",7.45872683352914e-313,0.672646100221582,0.659,0.332,1.38404135122967e-308,"Macrophages"
"CEBPD",3.04496971574841e-312,0.699805631173854,0.615,0.258,5.65024580454276e-308,"Macrophages"
"BCL2A1",1.549680382111e-311,0.489100698757474,0.235,0.026,2.87558691704517e-307,"Macrophages"
"CLEC12A",8.05925785929926e-309,0.304983611537024,0.197,0.011,1.49547588837157e-304,"Macrophages"
"ARPC5",2.48817650254662e-304,0.52043049946404,0.571,0.235,4.61706031812551e-300,"Macrophages"
"LAT2",5.74006777163872e-304,0.286275651081828,0.208,0.015,1.06512697570528e-299,"Macrophages"
"CXCL3",1.12246063691858e-303,0.761033524919083,0.201,0.014,2.08283795786612e-299,"Macrophages"
